academicyear,athleticstatus,countryoforigin,countryofresidence,disability,dob,gender,major,primarylanguage,university,dropout,study_hours,gpa
1,0,6,1,20,810,1,1,4,6445,0.0,8.0,2.06
3,0,1,0,17,2536,1,1,1,6642,0.0,7.4,3.23
5,1,7,5,1,6181,1,2,3,631,0.0,5.7,2.62
1,0,0,0,10,4299,1,0,4,4313,0.0,6.4,2.2
2,0,4,6,7,1091,1,3,1,1934,0.0,7.1,2.97
4,1,6,0,1,4136,1,3,4,1082,1.0,6.0,2.21
1,0,1,1,4,7400,1,1,4,6719,0.0,6.1,2.53
3,1,3,1,7,2801,1,3,0,2734,0.0,6.2,2.47
1,0,1,7,17,75,1,1,1,6,0.0,5.5,2.67
2,1,3,7,20,3256,0,2,0,4584,0.0,8.4,3.29
1,1,1,6,9,1387,0,3,3,769,0.0,7.4,2.6
1,0,7,5,1,6891,1,2,2,3307,0.0,8.5,3.33
4,1,0,0,7,4189,1,1,4,328,0.0,7.0,2.18
4,0,5,5,12,7031,0,2,1,592,1.0,6.7,2.19
4,1,4,6,5,7011,1,2,3,5117,0.0,7.6,2.65
0,0,7,1,9,6241,1,3,1,1191,0.0,6.9,2.46
2,0,1,4,5,521,1,1,0,5008,0.0,7.1,3.15
2,0,6,2,2,1067,1,1,1,2482,0.0,9.0,3.34
3,0,3,5,17,3109,0,3,2,4099,1.0,6.6,2.16
2,1,3,1,9,995,0,3,1,641,0.0,7.3,3.17
0,0,4,2,18,2379,1,0,3,154,0.0,5.7,2.84
0,0,4,4,8,2096,1,1,3,442,0.0,7.3,3.13
1,1,7,4,14,5963,0,2,1,2006,0.0,7.6,3.02
1,1,6,0,20,7153,1,1,0,4942,0.0,7.8,3.12
4,1,4,5,13,2124,1,1,4,4710,0.0,7.6,3.12
1,0,4,1,14,306,1,3,1,1121,0.0,6.6,2.92
1,0,2,4,15,5384,1,0,4,451,0.0,5.8,2.27
2,1,5,0,2,1348,1,3,0,540,0.0,6.1,2.45
0,0,1,1,19,4110,1,2,0,4600,0.0,7.0,2.56
1,1,5,1,8,6570,1,0,0,6739,0.0,7.8,3.12
0,1,4,4,1,2886,0,2,0,112,0.0,7.5,2.64
4,1,1,4,16,6488,1,2,2,2861,0.0,7.8,2.88
5,0,4,4,17,3482,1,1,2,1944,0.0,7.5,3.3
2,1,7,3,3,2481,1,0,4,359,0.0,8.3,3.28
5,1,4,2,7,425,1,2,4,2542,0.0,6.4,2.42
4,1,5,0,12,4139,1,2,0,1660,1.0,4.8,2.29
2,1,6,2,1,4525,0,1,4,4144,0.0,6.2,2.43
3,0,4,1,10,2596,0,0,3,5729,0.0,7.3,3.19
5,0,2,6,14,547,0,2,0,1978,0.0,6.8,2.97
0,0,7,0,8,3533,1,1,0,5998,0.0,5.7,2.16
4,0,1,7,20,5962,1,2,3,1573,0.0,7.9,3.17
2,1,6,5,15,7061,0,0,0,5935,0.0,8.2,3.24
5,1,0,5,14,4724,0,1,2,1477,0.0,6.6,2.44
0,1,3,0,2,926,1,0,0,6281,0.0,7.6,2.58
3,0,5,1,9,4906,0,0,4,6679,0.0,7.5,3.19
0,0,3,3,7,3891,0,2,0,2228,0.0,5.7,2.11
3,0,7,3,4,165,0,1,0,1952,0.0,7.9,2.46
1,1,4,1,9,4556,1,0,1,1656,0.0,7.5,2.91
1,0,0,6,12,2253,0,1,2,1503,1.0,5.4,2.02
2,0,4,5,11,557,1,0,2,3568,0.0,7.4,2.65
5,1,2,6,5,5165,0,0,2,787,0.0,7.8,2.94
4,1,2,2,14,3638,0,0,1,1313,0.0,6.6,2.92
1,0,1,2,8,66,0,3,2,918,0.0,6.4,3.25
3,0,6,6,6,4278,1,2,0,1668,0.0,6.7,2.02
3,1,5,7,0,2916,0,3,1,6802,0.0,6.1,2.15
5,1,7,6,1,5612,0,2,2,1331,0.0,7.4,2.67
5,0,4,0,14,2925,1,2,4,477,0.0,6.1,2.36
0,1,4,5,9,6027,1,1,2,1361,0.0,8.7,2.45
0,1,3,3,9,1222,0,2,0,6830,0.0,6.7,2.84
2,1,3,0,6,4026,0,3,3,1935,0.0,6.4,2.53
5,1,0,0,18,4241,0,3,4,4793,1.0,6.9,2.27
2,1,2,5,3,6878,1,2,3,1368,0.0,5.8,2.37
4,0,4,5,14,6204,0,0,3,73,0.0,7.6,3.25
4,1,2,4,5,5509,1,1,4,2560,0.0,7.4,2.98
5,1,3,6,15,5243,0,2,2,6103,0.0,7.6,3.05
4,1,0,2,13,2216,0,0,4,1045,1.0,6.1,2.2
1,1,7,7,3,97,0,0,2,5387,0.0,7.5,3.15
1,1,0,6,19,6280,0,2,3,4266,0.0,7.1,3.1
0,0,6,1,17,2620,1,3,0,2205,1.0,5.7,2.25
3,1,3,6,8,6358,1,3,1,3388,0.0,8.0,3.25
5,0,1,2,11,5221,0,0,1,4649,0.0,6.1,2.55
3,1,4,4,16,6858,0,1,2,1605,0.0,7.6,3.29
5,0,7,5,9,1124,1,2,4,2955,0.0,7.5,2.65
1,0,7,3,13,4182,1,3,0,1565,0.0,5.2,2.16
3,0,1,6,0,5792,0,0,4,1576,0.0,6.2,2.33
1,1,5,3,16,1758,1,2,2,4929,0.0,8.9,3.37
3,0,7,4,15,3972,0,2,3,6908,0.0,7.4,2.59
3,1,6,2,13,5693,1,1,2,4586,0.0,8.1,3.4
3,1,0,7,20,377,1,0,4,3703,0.0,6.7,2.73
0,1,3,2,6,1079,0,2,1,3411,0.0,6.2,2.53
3,1,3,6,3,6262,1,0,1,290,0.0,8.2,3.27
0,1,5,2,10,5685,1,2,2,47,0.0,6.7,2.81
4,0,4,2,19,2822,0,3,2,3927,0.0,6.5,2.85
2,0,4,2,13,3386,1,3,1,107,0.0,7.2,3.36
4,1,7,2,18,6689,0,3,2,21,0.0,7.9,3.26
5,0,5,3,20,2792,0,1,1,2024,0.0,6.6,2.48
5,0,2,3,12,6973,0,0,3,5397,0.0,7.4,3.25
2,1,1,1,10,3831,1,2,1,21,0.0,5.8,2.38
4,0,2,5,6,5099,1,1,4,3390,1.0,6.0,2.08
3,1,3,5,13,2449,0,3,3,2625,0.0,8.4,3.01
4,0,0,4,15,6022,0,1,1,2601,0.0,7.3,2.84
2,1,7,4,9,5945,0,0,0,3612,0.0,8.1,3.03
5,0,2,6,12,5398,1,0,0,432,1.0,6.1,2.03
2,1,3,3,14,4253,0,0,2,5495,0.0,7.6,2.76
5,0,3,4,9,763,0,1,1,5642,0.0,7.6,2.9
4,1,7,4,17,288,1,0,1,5771,0.0,6.4,2.62
4,0,6,7,7,5179,1,3,3,2526,0.0,7.4,3.18
2,0,1,2,2,5857,1,1,0,6297,0.0,8.1,3.06
4,0,1,2,2,7286,0,0,4,692,1.0,5.8,2.04
0,1,1,5,13,524,0,2,4,2686,0.0,6.6,2.59
0,0,7,3,5,5107,0,3,4,278,0.0,7.8,3.1
4,1,3,7,1,55,1,2,1,6819,0.0,7.1,3.09
2,0,7,1,20,7187,0,3,4,872,1.0,6.4,2.18
2,0,7,1,8,6876,1,0,4,245,1.0,6.7,2.01
3,0,4,6,11,6320,1,3,2,1879,0.0,5.5,2.3
0,1,7,5,19,3054,0,2,0,5850,0.0,7.4,2.79
3,1,2,0,6,6936,0,2,0,5102,0.0,8.1,3.05
1,0,1,5,13,4461,0,2,0,1488,0.0,7.2,2.63
1,1,0,7,17,4216,1,0,2,6197,0.0,6.0,2.56
0,1,5,2,16,2543,1,0,1,6370,0.0,7.6,2.71
5,1,7,3,18,1435,1,3,2,175,0.0,7.7,3.12
2,0,3,6,5,1808,0,2,3,2810,0.0,8.2,3.19
5,1,6,3,19,1989,1,0,1,6760,0.0,7.2,3.08
5,0,4,2,4,2847,1,1,2,1268,0.0,6.8,2.85
2,0,7,7,3,6061,0,2,4,247,0.0,7.5,3.36
5,0,0,5,17,1824,1,3,4,3150,1.0,6.9,2.21
1,0,6,6,20,988,0,2,4,1949,0.0,7.9,3.05
5,1,0,5,7,5543,1,1,1,6566,0.0,8.3,2.4
2,0,2,1,2,1302,0,1,2,426,0.0,7.3,2.44
0,1,7,4,16,230,1,2,2,1142,0.0,9.0,3.31
3,1,3,7,19,2686,1,2,0,3249,0.0,6.8,2.64
2,0,5,0,17,7202,1,2,0,5624,0.0,6.6,2.94
2,1,6,1,7,4592,1,1,0,1419,0.0,7.1,3.05
5,0,7,4,15,6751,1,1,2,4130,0.0,6.7,2.57
3,1,4,2,10,1078,0,2,0,3671,0.0,7.9,2.97
3,0,1,0,9,2211,0,0,3,4534,1.0,6.8,2.07
0,0,1,6,11,5696,1,0,4,1277,0.0,7.3,2.75
4,1,2,2,15,4081,0,3,4,3038,0.0,8.6,2.56
3,1,4,0,15,3629,0,2,1,1700,0.0,6.2,2.44
1,1,2,3,11,4594,1,0,2,4088,0.0,7.6,3.33
1,0,2,4,4,4258,1,2,3,1939,0.0,7.1,2.33
1,0,7,0,6,448,1,2,3,1862,0.0,6.6,2.6
2,0,0,4,15,2670,1,0,4,4625,0.0,6.9,3.04
3,1,3,3,0,5313,0,3,2,3275,0.0,7.9,3.17
4,0,6,4,2,4915,1,0,4,76,0.0,7.3,2.67
4,1,3,6,3,2747,1,2,1,175,0.0,7.2,3.02
2,0,4,7,0,2441,0,0,1,6250,0.0,7.2,3.05
5,1,7,0,9,911,1,2,3,3616,0.0,6.2,2.32
2,1,1,7,13,7539,1,3,3,5845,0.0,6.9,2.04
2,1,4,2,10,3506,1,3,4,4940,0.0,7.9,2.9
0,1,3,3,6,71,1,0,0,2226,0.0,7.1,2.45
1,0,0,7,1,6844,1,2,4,3569,0.0,8.4,3.27
2,1,2,1,5,3217,0,3,4,5781,0.0,7.6,2.61
5,0,7,5,19,880,0,3,2,2265,0.0,7.3,2.81
0,0,0,0,16,5113,1,1,4,3417,0.0,6.3,2.46
3,0,3,4,2,4956,1,2,1,4761,0.0,8.8,3.41
4,1,6,1,7,4643,1,0,2,197,1.0,5.6,2.06
2,0,7,4,19,5849,0,3,0,1323,0.0,6.5,2.57
4,1,3,0,18,1909,1,1,1,4631,0.0,6.3,2.99
1,1,5,5,4,3395,0,0,4,1538,0.0,7.1,2.85
0,1,0,0,1,6969,1,2,2,5870,0.0,6.5,2.48
4,0,1,5,11,4738,0,1,0,1152,0.0,6.2,2.66
1,1,5,7,7,2806,1,1,0,674,0.0,6.9,2.37
4,1,1,7,17,5399,0,3,0,771,0.0,6.5,2.88
0,1,5,2,1,6395,1,1,4,6591,0.0,6.9,3.04
3,1,4,1,5,6641,0,1,2,88,0.0,6.5,2.16
1,1,1,6,8,6305,0,1,3,6706,0.0,8.7,3.41
4,0,3,7,10,7020,0,2,2,5409,0.0,7.8,2.85
3,0,0,4,0,5463,1,2,0,5534,0.0,8.5,2.63
3,1,0,3,14,7111,1,0,0,3179,0.0,7.1,3.07
3,1,6,1,16,44,1,2,1,6389,0.0,6.6,2.15
0,0,5,6,9,5347,0,0,3,4649,0.0,6.7,2.66
3,1,6,4,1,2710,0,0,3,896,0.0,6.4,2.51
1,0,4,2,3,5462,1,3,1,6940,0.0,7.0,2.4
4,0,6,4,9,2805,1,3,1,6730,0.0,7.2,3.29
2,1,1,2,9,6195,0,0,1,953,0.0,6.9,2.52
2,0,2,7,3,1437,0,3,2,3141,0.0,6.5,2.49
4,0,2,5,2,6348,1,2,1,3837,0.0,7.9,2.91
3,1,7,3,13,4105,0,2,1,6349,0.0,6.2,2.49
4,0,1,0,12,4287,0,1,2,2577,0.0,6.8,2.77
5,0,0,4,13,910,0,3,0,1025,0.0,8.5,3.34
2,1,1,7,14,3093,0,1,4,2988,0.0,6.2,2.56
1,1,4,2,16,1638,1,3,1,4767,0.0,7.6,2.72
3,1,6,6,19,4093,1,1,0,5937,0.0,6.5,2.46
3,1,6,0,9,2707,0,0,1,4341,0.0,7.9,3.25
2,0,3,6,12,254,0,2,1,5206,0.0,8.1,3.18
4,0,3,5,11,3411,0,3,3,4572,0.0,7.0,2.77
3,1,3,5,2,7238,1,2,0,5154,0.0,6.0,2.49
5,1,6,5,8,677,1,3,4,3433,0.0,9.0,3.13
4,1,6,5,16,6816,0,1,4,5991,0.0,7.6,3.09
0,1,6,1,10,2699,0,0,3,1900,0.0,6.6,3.11
4,1,2,4,6,4005,1,3,4,5001,0.0,7.0,2.77
5,0,2,2,16,1385,0,1,0,4555,1.0,6.7,2.11
2,0,5,5,15,2560,1,3,3,6619,0.0,8.4,3.09
1,1,5,5,3,6607,0,2,3,3115,0.0,7.2,2.52
5,0,7,4,6,2688,1,0,2,2559,0.0,7.1,2.85
2,1,5,1,3,4770,0,0,0,5568,0.0,6.8,2.86
1,1,0,4,5,4765,1,2,4,724,0.0,8.5,2.51
5,1,6,2,4,4782,0,3,1,58,0.0,6.8,2.35
0,1,1,1,15,2533,1,0,4,3808,0.0,6.5,3.13
1,0,5,4,15,1521,0,2,2,15,0.0,8.0,3.13
5,1,0,6,10,4581,1,2,0,5993,0.0,6.8,2.48
0,0,7,7,7,839,1,1,2,2063,0.0,7.6,2.63
0,0,6,5,14,7368,1,3,4,5186,1.0,5.7,2.16
5,1,3,2,3,2499,1,1,0,156,0.0,6.0,2.4
2,0,6,4,7,5551,0,2,3,1443,0.0,7.7,3.19
2,0,4,6,15,5506,1,3,2,3659,0.0,7.9,3.23
5,1,1,5,11,7581,1,3,2,6795,0.0,6.4,2.52
0,1,3,0,19,1823,1,0,0,3062,0.0,8.8,2.92
4,0,1,2,4,1623,0,0,4,2467,1.0,6.1,2.11
2,1,7,2,7,791,1,3,2,5978,0.0,8.6,3.4
1,0,3,3,16,7410,1,3,3,5159,0.0,7.5,2.99
5,1,7,0,15,6900,0,0,4,3465,0.0,7.8,3.09
5,0,0,2,10,1633,1,3,1,718,0.0,8.1,2.93
1,0,1,3,14,1305,0,2,4,3830,0.0,7.2,3.31
0,0,6,5,17,7444,0,3,0,4994,0.0,6.8,2.8
0,0,6,6,10,6055,0,2,2,5270,0.0,7.7,2.78
0,1,5,7,16,2331,0,3,3,4752,0.0,6.3,3.03
2,0,3,6,18,5125,0,2,2,2620,0.0,8.8,3.35
0,0,2,6,1,6214,0,2,4,5603,0.0,7.3,3.06
1,0,6,6,11,39,0,0,3,4903,0.0,7.9,2.91
3,1,6,1,17,1882,1,2,1,6720,0.0,8.2,3.12
1,1,3,1,20,990,1,1,2,6396,0.0,8.2,3.15
5,1,7,3,7,339,0,1,3,2013,0.0,6.3,2.31
1,1,4,7,4,341,1,3,1,6471,0.0,7.6,2.99
4,1,4,4,4,6676,1,2,4,1304,0.0,7.2,2.65
4,0,6,6,9,2580,1,3,3,2425,0.0,7.4,2.94
2,1,2,4,6,6254,1,3,2,2537,0.0,6.7,2.84
5,0,3,0,11,3480,1,2,1,6845,0.0,7.1,2.31
0,0,6,7,3,3884,1,1,1,4111,0.0,8.6,3.34
3,0,1,6,19,4588,1,1,1,2012,0.0,6.8,2.19
1,0,1,4,13,2513,1,1,1,3142,1.0,6.5,2.22
2,1,0,1,4,1329,1,2,3,1178,0.0,6.5,2.63
4,1,6,2,9,5931,1,3,4,6784,0.0,7.5,2.23
2,0,4,5,2,4077,1,3,0,2412,0.0,5.4,2.13
4,0,4,0,5,2979,1,3,0,2199,0.0,6.5,2.71
0,0,1,2,12,1195,1,0,0,2335,0.0,7.8,2.74
1,0,5,5,11,2378,1,1,3,2474,0.0,6.3,2.74
0,0,5,2,9,7097,0,0,3,2122,0.0,7.2,2.71
1,0,6,2,10,4256,1,1,3,6165,0.0,7.5,2.82
0,1,7,4,6,6756,1,0,2,5636,0.0,7.8,2.75
1,1,6,1,5,3575,1,2,0,3783,0.0,8.6,3.3
2,1,4,7,0,6966,1,0,1,1684,0.0,8.4,3.22
2,0,6,7,3,2896,1,0,4,1631,0.0,9.0,2.94
0,1,5,6,9,5819,1,0,2,6951,1.0,6.3,2.23
5,0,5,5,9,6278,0,0,1,6448,0.0,6.8,2.79
0,1,0,2,4,3911,0,2,2,5713,0.0,8.1,3.13
5,0,0,6,19,4470,1,2,1,2242,0.0,8.1,2.97
4,0,4,3,14,3318,0,1,1,6382,0.0,8.1,2.92
0,0,0,4,13,4790,1,1,1,2763,0.0,7.7,2.65
5,0,4,6,18,3159,1,2,2,5294,0.0,7.0,2.91
4,1,6,3,15,177,1,1,2,4599,0.0,6.5,2.35
5,0,5,0,20,510,1,3,2,3963,0.0,5.6,2.17
4,1,7,6,13,5046,0,3,4,807,0.0,8.3,3.2
1,1,0,4,3,2310,0,2,2,4201,0.0,6.4,2.07
0,1,5,3,16,1915,0,2,0,340,0.0,6.1,2.56
0,1,5,0,6,274,1,3,3,1407,0.0,7.5,2.74
3,1,4,6,4,1223,0,3,2,3146,1.0,6.4,2.14
1,0,3,6,5,5876,1,2,1,5018,0.0,6.5,2.22
4,1,3,7,19,2126,1,2,1,2080,0.0,7.4,3.3
3,0,1,0,17,3026,0,3,1,3342,0.0,7.6,3.27
2,0,6,3,16,4994,1,0,3,4319,0.0,6.3,2.42
4,0,4,5,1,5530,0,0,3,3685,0.0,7.2,2.7
5,0,0,1,6,3005,0,2,3,2305,0.0,6.8,3.26
1,0,4,6,4,5779,1,2,1,2152,0.0,8.1,3.15
4,1,0,6,9,1584,1,0,4,1857,0.0,6.0,2.85
2,1,3,6,12,1121,1,1,3,2067,0.0,9.0,3.21
1,0,4,7,15,1696,0,0,4,2206,0.0,6.3,2.16
2,0,2,2,14,3975,0,3,1,2926,1.0,6.2,2.13
0,1,7,4,3,4249,1,0,2,6633,0.0,7.8,3.21
4,0,7,0,11,5999,1,0,0,5472,1.0,5.8,2.26
5,0,2,6,0,773,1,1,1,1022,0.0,6.3,2.32
5,1,2,6,10,1076,1,3,4,1628,0.0,5.8,2.38
4,0,2,7,14,4499,1,0,4,37,0.0,6.7,2.34
2,0,0,7,11,1690,1,3,1,4366,0.0,7.0,3.09
5,1,5,1,5,3771,1,0,4,4932,0.0,7.8,3.11
1,1,0,3,8,1066,1,1,1,3758,0.0,7.5,2.63
0,1,2,3,18,2401,1,1,0,779,0.0,8.2,3.08
3,0,1,5,9,4178,1,2,4,2002,0.0,6.3,2.38
5,1,4,5,11,6355,1,1,4,6785,1.0,6.9,2.16
0,1,2,2,5,940,0,3,1,6105,0.0,6.5,2.34
2,1,3,5,8,4413,0,1,1,5713,0.0,6.9,3.05
5,1,6,4,18,4294,1,3,2,4383,0.0,6.4,2.71
3,0,0,0,1,4495,1,3,1,1203,0.0,7.1,3.17
1,0,5,7,3,2413,0,1,2,5420,0.0,8.4,3.38
2,0,2,2,7,1038,0,2,2,1196,0.0,7.8,3.36
2,1,3,0,19,6611,1,0,0,623,0.0,7.5,3.09
4,1,7,5,14,51,0,0,1,1421,0.0,8.7,2.71
4,1,7,7,11,1353,0,1,3,3486,1.0,6.7,2.15
3,1,5,6,3,3528,1,1,2,3247,0.0,7.6,2.71
4,1,3,7,11,3898,0,3,3,4575,0.0,7.8,2.77
5,0,6,6,16,5521,1,2,2,3289,1.0,6.5,2.16
0,1,3,1,11,705,1,0,0,3377,0.0,7.7,2.77
3,1,4,3,20,6112,1,2,4,4338,0.0,8.6,3.32
3,1,7,2,20,5254,0,3,2,3725,0.0,6.0,2.36
0,1,7,7,7,6620,1,2,0,5318,0.0,7.3,3.2
1,0,6,7,18,3521,0,0,4,877,0.0,7.6,3.32
1,1,2,4,12,5167,0,1,4,87,0.0,6.6,3.22
4,0,1,0,20,2750,1,3,2,4504,0.0,6.5,2.78
3,0,0,2,5,3701,0,1,3,4875,1.0,6.4,2.14
1,0,0,1,1,759,0,0,0,3006,0.0,7.1,3.13
4,1,1,5,2,1745,0,3,4,4273,0.0,7.3,3.35
3,1,4,0,11,2131,0,3,4,3420,0.0,6.5,2.61
4,1,6,4,3,2218,1,2,3,3246,0.0,7.2,3.03
3,1,7,5,16,1576,0,1,4,30,0.0,5.5,2.86
5,0,5,5,9,5085,0,3,1,4962,0.0,7.4,2.79
2,0,4,7,19,832,0,2,1,1615,0.0,7.1,3.0
2,0,4,4,10,6206,1,2,3,3948,0.0,5.9,3.16
1,1,5,1,10,4441,1,3,4,365,0.0,8.2,3.4
5,1,7,5,7,1527,1,2,2,492,0.0,8.7,2.69
5,0,2,2,16,6950,1,1,3,6879,0.0,5.6,2.18
5,0,1,1,4,2162,1,3,0,6317,1.0,5.9,2.14
5,0,5,5,14,4515,0,3,3,1399,0.0,7.0,2.34
4,0,4,2,16,6249,1,0,2,2300,0.0,6.3,2.22
1,1,0,7,7,4601,0,0,2,517,0.0,4.5,2.33
1,0,5,1,19,2398,0,2,2,674,0.0,6.1,2.49
1,1,6,1,1,6170,1,1,4,4624,0.0,6.7,2.58
2,0,0,6,14,6189,0,0,0,296,0.0,6.9,2.97
4,1,2,2,7,1887,0,0,1,1463,0.0,6.2,2.34
1,1,3,1,2,813,1,2,4,4665,0.0,7.8,2.97
5,1,7,5,6,5394,0,0,3,3722,0.0,6.0,2.34
4,1,1,5,20,1108,0,2,3,2068,1.0,5.7,2.22
0,0,0,7,11,7257,1,0,3,608,0.0,6.1,2.5
1,1,7,4,4,4986,0,3,4,4329,1.0,5.7,2.04
1,1,4,2,18,3063,1,1,3,2399,0.0,7.9,3.21
4,0,1,5,10,5997,0,1,2,5256,0.0,6.5,2.78
0,1,7,3,15,4471,1,0,3,6479,0.0,7.6,3.14
2,1,3,3,17,45,1,2,2,59,0.0,4.3,2.15
0,1,0,0,17,4122,0,1,1,2031,0.0,7.6,2.69
5,0,1,1,15,6222,1,2,3,2805,0.0,6.5,2.4
5,0,5,4,19,2429,1,3,4,6016,0.0,7.6,3.23
1,0,5,5,7,1748,1,1,1,5551,0.0,7.9,2.48
3,1,7,4,2,1964,1,0,3,3544,0.0,8.0,2.59
2,1,5,7,15,5762,0,0,3,6815,0.0,7.8,3.08
0,0,5,5,1,454,1,1,4,6806,0.0,7.4,2.9
4,1,7,2,18,7158,0,1,4,6099,0.0,7.4,2.44
2,0,2,2,10,3856,1,2,4,270,0.0,5.9,2.39
0,0,0,0,13,5439,1,1,1,1515,0.0,8.4,3.1
0,0,2,4,0,3219,1,3,0,5195,0.0,5.5,2.21
2,0,5,7,16,1378,1,0,0,1770,0.0,5.9,2.43
4,0,0,5,7,199,0,3,2,4526,0.0,6.4,2.34
2,0,0,5,20,214,0,2,4,1011,0.0,8.1,3.16
2,0,2,5,18,6542,0,3,1,2935,0.0,7.1,2.64
4,1,6,6,5,5391,1,3,4,5852,1.0,5.9,2.01
5,1,5,3,2,503,1,3,0,3945,0.0,7.7,2.69
5,1,4,5,9,7480,1,2,0,4304,1.0,6.7,2.12
2,0,1,6,7,2890,0,2,0,1306,1.0,6.8,2.02
1,0,5,7,1,6242,0,3,0,3812,0.0,7.4,2.66
1,0,2,4,14,2603,0,2,4,2178,0.0,7.7,2.2
4,1,7,2,17,7097,1,2,0,4859,0.0,7.4,3.37
2,0,5,6,11,4534,1,2,1,5560,0.0,6.4,2.1
4,1,1,7,11,1426,1,0,0,4145,0.0,8.5,3.12
4,0,4,5,5,4037,1,2,0,4786,0.0,8.0,2.84
1,0,2,2,20,3761,0,0,4,3892,0.0,7.4,3.14
3,1,6,7,19,3413,0,3,1,1371,1.0,6.7,2.12
2,0,5,1,5,2275,0,3,1,4568,0.0,7.6,2.68
3,0,7,1,9,6744,0,1,2,3380,0.0,6.0,2.75
4,0,4,2,5,2509,1,1,0,4901,1.0,6.1,2.07
3,0,3,0,9,3023,0,3,1,1114,1.0,6.2,2.06
0,1,2,0,4,3671,0,0,0,2239,0.0,8.0,3.09
4,1,6,3,2,6093,1,0,3,2347,1.0,5.5,2.07
4,1,6,2,14,2943,1,2,3,5563,0.0,7.3,3.17
5,0,1,2,11,4720,1,2,4,3422,0.0,7.3,3.1
2,1,0,7,15,4064,0,2,4,360,0.0,7.2,3.25
1,1,3,1,8,2260,0,2,0,1337,0.0,7.9,3.13
2,1,5,4,19,2929,0,3,0,1848,0.0,6.3,2.52
2,0,3,2,19,5747,0,3,2,3982,0.0,6.1,2.54
5,0,2,4,4,6243,1,0,1,4641,0.0,7.7,2.92
2,1,5,0,2,5887,0,2,0,2320,0.0,8.1,3.39
4,1,3,6,8,6617,0,1,4,919,1.0,6.6,2.08
0,0,7,6,9,4174,0,3,0,2264,1.0,8.3,2.29
1,0,2,4,0,100,1,0,2,3674,0.0,7.7,3.31
2,0,3,4,20,1689,1,3,2,210,0.0,7.0,2.98
4,1,1,1,18,2819,1,2,0,6833,0.0,4.4,2.26
1,1,6,3,6,3699,1,0,1,237,0.0,7.6,3.12
2,1,3,0,18,4456,0,1,4,4874,0.0,8.0,2.55
3,1,6,7,3,6425,1,2,2,5697,0.0,6.3,2.56
2,1,3,4,14,1466,0,0,2,4345,0.0,7.4,3.23
0,1,6,3,6,5409,1,0,1,6429,0.0,6.9,3.13
4,0,5,2,0,3862,0,2,1,3050,1.0,7.0,2.19
5,0,0,3,19,6459,1,2,1,2134,0.0,7.0,2.94
1,0,6,2,2,7132,0,0,1,1023,0.0,5.1,2.38
3,1,1,1,20,2338,1,3,3,933,0.0,7.4,2.57
1,0,4,2,15,2261,0,3,2,4474,0.0,7.8,2.84
2,0,6,4,0,3435,1,2,1,5652,1.0,6.1,2.17
2,0,5,7,5,649,0,3,2,6472,0.0,6.4,2.66
5,1,7,1,7,1978,1,3,2,5305,0.0,7.9,2.88
5,0,7,1,2,2127,1,3,1,5599,1.0,6.0,2.16
1,1,2,1,19,5101,0,0,1,3801,0.0,6.0,2.02
3,1,6,3,5,6867,1,3,1,5151,0.0,5.3,2.28
1,1,7,6,6,3871,1,2,3,3284,0.0,7.0,2.81
4,0,1,1,1,7255,1,2,3,4540,0.0,6.9,2.64
5,0,1,6,16,1586,0,0,2,1991,0.0,7.0,2.34
5,1,1,2,11,5656,1,0,0,1382,0.0,7.4,2.88
5,0,6,7,9,6452,0,0,3,4081,1.0,6.6,2.04
1,0,1,2,3,858,0,1,1,1767,0.0,7.8,3.2
1,1,6,2,20,3230,1,1,1,2478,1.0,5.6,2.03
5,0,0,2,5,1855,1,0,1,5126,0.0,6.7,2.75
3,0,0,1,3,5965,0,2,2,2051,0.0,7.6,2.61
3,0,4,6,16,1728,0,2,2,658,0.0,6.5,2.41
1,0,0,1,9,3604,1,0,2,2796,1.0,5.7,2.22
5,1,2,7,9,5475,0,2,2,6381,1.0,7.0,2.17
0,1,2,5,14,1085,0,1,1,5858,0.0,7.7,2.92
3,1,4,4,5,502,1,3,4,194,0.0,7.2,3.18
5,0,4,1,1,4203,0,1,2,6252,0.0,6.6,3.03
1,0,7,5,11,5946,1,3,1,194,0.0,6.9,3.3
5,1,4,2,11,3508,0,1,2,1731,1.0,6.3,2.29
3,0,2,3,20,4150,0,1,1,4291,0.0,6.4,2.5
4,0,2,1,15,2589,0,2,0,6393,0.0,6.9,2.13
3,1,4,1,0,3250,1,1,2,1307,0.0,6.6,2.55
5,0,6,3,1,4191,1,1,0,5080,0.0,7.6,2.92
1,0,5,4,5,2446,1,2,2,6078,0.0,7.2,2.7
3,0,4,2,12,3820,1,3,1,6964,0.0,6.8,2.54
5,0,7,3,12,396,1,2,0,5527,0.0,6.9,2.4
5,1,4,4,16,4343,0,3,0,3381,0.0,6.2,2.78
3,1,5,4,0,108,0,3,2,4964,0.0,7.3,2.64
4,0,6,3,11,2397,0,1,4,2582,1.0,7.4,2.15
2,1,0,3,3,6,1,3,3,876,0.0,5.6,2.12
2,0,7,3,8,5579,1,0,4,4216,0.0,7.0,2.34
5,0,6,5,3,3519,0,3,4,144,0.0,7.9,3.36
2,0,4,0,11,5889,0,2,0,2463,0.0,7.4,2.43
2,0,0,0,13,666,0,3,4,3488,0.0,5.7,2.03
2,0,1,0,8,5572,0,0,3,5055,0.0,7.0,2.4
